"Pinterest Trends tool – https://trends.pinterest.com/?l1InterestIds=948967005229%7C924581335376&amp;sortOrder=desc&amp;sortBy=MONTHLY_CHANGE"
Selected Filters
Trends Type,Growing trends
Date Range,90 days before 2025-04-07
Interests,"Women's Fashion,Men's Fashion"
Include keywords,"All"
Age,"All"
Gender,"All"

,,,,,Data in the date columns reflects the normalized search volume for this trend type
Rank,Trend,Weekly change,Monthly change,Yearly change,2025-01-13,2025-01-20,2025-01-27,2025-02-03,2025-02-10,2025-02-17,2025-02-24,2025-03-03,2025-03-10,2025-03-17,2025-03-24,2025-03-31,2025-04-07
1,graduation outfit college,"-6%","2,000%","200%",1,1,1,1,2,2,2,6,15,77,88,100,94
2,cute summer bitmoji outfits,"10%","400%","-40%",6,8,7,7,14,9,8,23,40,82,73,90,100
3,spring style 2025,"2%","400%","10,000%+",2,3,5,6,7,7,14,23,33,55,73,97,100
4,easter outfit women,"50%","400%","-80%",2,3,3,4,6,9,16,20,29,91,49,66,100
5,spring dinner outfit,"-20%","300%","20%",1,3,3,5,7,4,8,29,32,61,63,82,68,70,54,48,41,35,29,20,12,7,4,2,1
6,lululemon outfit fashion,"2%","300%","1,000%",19,12,12,16,10,7,5,29,74,86,83,97,100
7,60 degree weather outfit spring,"-8%","300%","-30%",1,1,1,3,3,3,8,23,20,28,46,46,42,61,53,47,37,28,22,16,11,6,3,2,1
8,spring church outfits women,"-20%","300%","200%",3,3,5,12,14,10,16,48,46,66,82,100,79
9,spring date night outfit,"-20%","300%","-20%",2,2,3,6,10,6,9,28,31,51,57,72,61,59,58,54,45,34,24,14,9,5,2,1,1
10,spring date outfit,"-20%","200%","-2%",2,3,3,9,7,7,11,28,29,45,58,67,54,52,60,59,51,39,29,20,14,8,4,2,1,1
11,spring night out outfit,"-10%","200%","9%",2,3,3,6,9,7,11,52,44,74,100,96,86
12,earrings trends,"-80%","200%","10,000%+",10,11,10,11,14,12,9,17,26,26,51,100,23
13,bitmoji outfits summer,"0%","200%","90%",1,2,2,2,4,4,4,8,10,20,17,20,20,21,28,29,32,35,44,56,63,59,60,54,47,51
14,spring fits,"5%","200%","-40%",3,3,4,22,20,13,9,49,36,48,100,79,83
15,white jeans outfit spring,"5%","200%","-70%",1,1,1,3,3,2,3,10,12,16,16,21,22,29,57,57,53,45,34,22,12,6,4,2,1,1
16,leggings outfit spring,"10%","200%","-50%",2,2,2,7,12,5,9,35,25,38,44,58,64,68,58,46,37,29,21,13,7,4,2,1,1
17,crawfish boil outfit,"-3%","200%","100%",2,3,4,6,8,8,14,29,32,44,60,68,65,100,48,42,33,28,25,22,17,11,7,4,3,2
18,black jeans outfit spring,"5%","200%","-50%",1,1,3,5,2,5,11,12,18,18,19,19,21,50,56,53,44,33,23,15,8,4,2
19,girly style outfits,"-1%","200%","400%",9,7,6,7,10,14,45,36,42,64,91,100,99
20,plus size spring outfits 2025,"10%","200%","10,000%+",4,3,3,4,11,14,28,40,68,84,79,88,100
21,spring brunch outfit,"-20%","200%","-5%",3,4,4,7,9,8,17,33,39,53,67,65,54,58,52,47,41,34,26,17,10,6,4,2,1,1
22,gothic summer outfits,"7%","200%","30%",6,8,11,18,26,19,16,38,49,67,74,84,90,100,48,46,45,48,52,51,47,43,38,41,43,37
23,baseball game outfit,"1%","200%","6%",2,3,3,4,5,7,12,36,23,22,33,75,76,75,76,67,65,67,70,68,65,62,63,62,56,51
24,new trend inspo,"-70%","200%","10,000%+",9,12,11,15,18,18,12,23,33,30,69,100,27
25,spring dress outfits,"-20%","200%","-40%",5,6,9,12,14,13,25,46,47,63,80,91,77,87,60,48,42,36,27,18,11,7,4,3,2,1
26,nyc outfits spring,"4%","200%","10%",7,9,10,12,12,13,19,27,40,56,60,59,62,64,60,53,49,44,41,27,14,7,2,1,1,1
27,brunch outfit spring,"-20%","200%","-50%",2,3,4,9,13,8,14,28,31,35,54,57,47,45,55,49,39,30,22,15,10,6,4,2,1,1
28,platform wedge sandals,"0%","200%","40%",9,11,10,19,17,26,12,60,61,85,60,100,100
